,Nature mutation,Valeur fonciere,Type de voie,Code postal,Commune,Code departement,Code commune,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain,month,year,Prix m2 moyen region,Prix m2 moyen commune,latitude,longitude
939677,Vente,85000.0,RUE,83500.0,LA SEYNE SUR MER,83,126,1,2.0,Appartement,44.0,3.0,0,0.0,6,2019,3028.019050128541,2767.7763574087203,43.0880294967,5.87089841754
1505362,Vente,298800.0,RUE,94380.0,BONNEUIL-SUR-MARNE,94,11,1,2.0,Appartement,94.0,4.0,0,0.0,3,2020,4926.049433240267,3987.039423274328,48.7733620104,2.48799310463
1202906,Vente,172960.0,RUE,35520.0,MONTREUIL-LE-GAST,35,193,0,1.0,Maison,96.0,5.0,1,228.0,11,2020,2386.624782243987,2069.2725024837623,48.2442583442,-1.72080742537
923676,Vente,58000.0,BD,80800.0,CORBIE,80,212,2,2.0,Appartement,57.0,3.0,0,0.0,2,2019,1620.997787146248,1494.1398711034894,49.9202042489,2.49498506906
508624,Vente,290000.0,VOIE,4510.0,AIGLUN,4,1,0,1.0,Maison,127.0,4.0,1,1319.0,11,2019,1905.281723539885,2192.1738258067394,44.0638744567,6.13842845338
1486465,Vente,406500.0,AV,91420.0,MORANGIS,91,432,0,1.0,Maison,114.0,5.0,1,360.0,7,2020,3262.919511372764,3963.982773411968,48.702703885,2.33614296581
664226,Vente,400000.0,BD,34000.0,MONTPELLIER,34,172,0,1.0,Maison,136.0,6.0,1,297.0,8,2019,2551.8065656586814,2968.4463014020803,43.6134409138,3.86851657896
1732100,Vente,87000.0,RUE,47300.0,VILLENEUVE SUR LOT,47,323,0,1.0,Maison,75.0,4.0,1,266.0,11,2021,1350.785794066678,1189.8751295012796,44.4251092866,0.742526167632
1561369,Vente,162500.0,RUE,8230.0,REGNIOWEZ,8,355,0,1.0,Maison,170.0,4.0,1,531.0,11,2021,1234.3333327825726,1599.9239730857378,49.9257731775,4.41489817556
1298526,Vente,85000.0,RUE,56100.0,LORIENT,56,121,2,2.0,Appartement,68.0,3.0,0,0.0,1,2020,2149.6717443068437,2053.0345274354595,47.7500486947,-3.37823200917
1345412,Vente,126350.0,RUE,62143.0,ANGRES,62,32,0,1.0,Maison,88.0,5.0,1,262.0,12,2020,1613.3753532484357,1540.404601641866,50.4095857133,2.75123923187
115061,Vente,80000.0,RUE,29460.0,HANVEC,29,78,0,1.0,Maison,50.0,3.0,1,64.0,1,2018,1483.0169282575966,1162.4030603005274,48.330060559,-4.13907964389
662321,Vente,95000.0,ALL,34280.0,LA GRANDE MOTTE,34,344,1,2.0,Appartement,20.0,1.0,0,0.0,3,2019,2551.8065656586814,3915.51117721775,43.5685394142,4.0758328467
384606,Vente,218800.0,RUE,78650.0,BEYNES,78,62,0,1.0,Maison,110.0,4.0,1,110.0,12,2018,3577.6967096557737,2984.339612449748,48.854444414,1.86989017513
194748,Vente,223000.0,ALL,41350.0,SAINT CLAUDE DE DIRAY,41,204,0,1.0,Maison,121.0,5.0,1,657.0,8,2018,1268.7711981198036,1343.9591798784722,47.6176924713,1.41960449512
1311469,Vente,103000.0,RUE,59780.0,WILLEMS,59,660,1,2.0,Appartement,38.0,2.0,0,0.0,5,2020,1968.1048385144584,2461.9980917167877,50.6306074254,3.22916996988
1046418,Vente,198000.0,RUE,2650.0,FOSSOY,2,328,0,1.0,Maison,88.0,6.0,1,654.0,9,2020,1198.14719255845,1632.4875741175226,49.044990122,3.48523126715
1219351,Vente,133000.0,AV,38190.0,VILLARD-BONNOT,38,547,2,2.0,Appartement,78.0,4.0,0,0.0,4,2020,2369.9991952531614,2437.669716564668,45.2446205727,5.88906725424
309721,Vente,38000.0,RUE,63700.0,SAINT ELOY LES MINES,63,338,0,1.0,Maison,85.0,2.0,1,428.0,12,2018,1596.0993253728911,515.9383731587302,46.1638179584,2.84278214683
397074,Vente,226100.0,IMP,82170.0,BESSENS,82,17,0,1.0,Maison,151.0,5.0,1,900.0,7,2018,1412.7264575975798,1962.5448118948227,43.8878683292,1.27054717739
458442,Vente,300000.0,RUE,94100.0,SAINT-MAUR-DES-FOSSES,94,68,2,2.0,Appartement,57.0,3.0,0,0.0,3,2018,4499.771925738402,5073.526712565714,48.7990677797,2.49386450452
586240,Vente,80000.0,RUE,21500.0,MONTBARD,21,425,0,3.0,Dépendance,0.0,0.0,1,77.0,12,2019,1882.5760811351277,1079.2491044329452,47.6576730148,4.35039569753
460050,Vente,195000.0,RUE,94800.0,VILLEJUIF,94,76,2,2.0,Appartement,59.0,3.0,0,0.0,1,2018,4499.771925738402,4667.743157825978,48.7928547268,2.36006103249
1807536,Vente,171100.0,RUE,63800.0,COURNON D AUVERGNE,63,124,0,1.0,Maison,88.0,4.0,1,217.0,5,2021,1744.0946925601722,2378.755143545175,45.7429670015,3.18687581638
1871135,Vente,150000.0,RUE,79300.0,BRESSUIRE,79,49,0,1.0,Maison,123.0,5.0,1,562.0,6,2021,1304.3494926787507,1354.5253559843015,46.8545755683,-0.479375922286
1899536,Vente,169000.0,RUE,85750.0,ANGLES,85,4,0,1.0,Maison,173.0,6.0,1,472.0,7,2021,2419.145243798272,2344.540789140175,46.3870511077,-1.40049386944
1447439,Vente,32000.0,RUE,83830.0,FIGANIERES,83,56,2,2.0,Appartement,28.0,2.0,0,0.0,2,2020,3121.8841409643896,2176.9241773656704,43.5672152549,6.49870478854
1303268,Vente,28500.0,RUE,56320.0,LE FAOUET,56,57,2,2.0,Appartement,36.0,1.0,0,0.0,12,2020,2149.6717443068437,880.7320409592917,48.048735927,-3.50863192945
44889,Vente,450000.0,BD,13600.0,LA CIOTAT,13,28,0,1.0,Maison,78.0,3.0,1,502.0,2,2018,2839.6070661285644,3623.912953354996,43.1926410861,5.61318955778
352403,Vente,334200.0,RTE,74270.0,CHESSENAZ,74,71,0,1.0,Maison,99.0,4.0,1,800.0,7,2018,3373.649643804379,2347.60101010101,46.0407218951,5.90635701971
70173,Vente,75000.0,ALL,17750.0,ETAULES,17,155,0,1.0,Maison,70.0,3.0,1,502.0,7,2018,2297.994837711253,1833.591238786196,45.7225172256,-1.10053747379
1194655,Vente,299500.0,LOT,34230.0,LE POUGET,34,210,0,1.0,Maison,100.0,4.0,1,601.0,7,2020,2604.6969799701315,2109.526703083849,43.5925476738,3.51727150563
616451,Vente,90000.0,RUE,29000.0,QUIMPER,29,232,0,1.0,Maison,92.0,6.0,1,616.0,3,2019,1539.5439712293175,1592.0948227394858,47.9971425162,-4.09111944455
968658,Vente,58000.0,RUE,89380.0,APPOIGNY,89,13,0,1.0,Maison,50.0,2.0,1,112.0,2,2019,1233.3961484601646,1277.3242641775444,47.8663621082,3.51999342457
1778198,Vente,179644.0,AV,59280.0,ARMENTIERES,59,17,0,1.0,Maison,53.0,3.0,1,161.0,11,2021,2159.521801682729,1848.5826727107617,50.6913797537,2.8797155328
237343,Vente,125000.0,RUE,51340.0,MAURUPT-LE-MONTOIS,51,358,0,1.0,Maison,91.0,5.0,1,410.0,6,2018,1820.627575465123,586.8740996586879,48.7312980227,4.856551791
592777,Vente,128000.0,RUE,22310.0,TREDUDER,22,350,0,1.0,Maison,64.0,2.0,1,524.0,2,2019,1524.354812199807,3028.7356321839084,48.6542493069,-3.56641535268
170757,Vente,59230.0,RUE,35210.0,SAINT-CHRISTOPHE-DES-BOIS,35,260,0,1.0,Maison,51.0,2.0,1,415.0,5,2018,2200.0660652675783,1213.5064187861374,48.2263856432,-1.23572120052
1816932,Vente,199160.0,RUE,66200.0,LATOUR BAS ELNE,66,94,0,1.0,Maison,68.0,2.0,1,335.0,3,2021,2076.75599606357,2499.40700498603,42.6043043945,3.0052419925
956207,Vente,137000.0,AV,85100.0,SABLES-D'OLONNE (LES),85,194,0,1.0,Maison,42.0,2.0,1,69.0,10,2019,2032.8651790470667,3120.417292358981,46.5007612799,-1.79255128677
844423,Vente,67100.0,RUE,65500.0,VIC-EN-BIGORRE,65,460,2,2.0,Appartement,64.0,3.0,0,0.0,1,2019,1559.2563819233624,1251.3339414424931,43.3910708794,0.0554734768116
1530356,Vente,225000.0,AV,75014.0,PARIS 14,75,114,2,2.0,Appartement,17.0,1.0,0,0.0,11,2020,10029.465888752233,10065.146876058612,48.8289932116,2.32710088326
385117,Vente,155000.0,CHE,79270.0,FRONTENAY-ROHAN-ROHAN,79,130,0,1.0,Maison,130.0,4.0,1,281.0,3,2018,1153.6641731787952,1221.993946018366,46.2557084922,-0.540123397468
1272012,Vente,86240.0,RUE,49160.0,GENNES-VAL-DE-LOIRE,49,261,0,1.0,Maison,80.0,4.0,1,655.0,2,2020,1857.4182176390789,1532.0562301635707,0.0,0.0
1757122,Vente,13766.0,RUE,55000.0,ROBERT ESPAGNE,55,435,0,3.0,Dépendance,0.0,0.0,1,10.0,4,2021,978.377352176166,1242.718651211802,48.7325838025,5.02417040964
1844108,Vente,310000.0,IMP,74270.0,CHENE-EN-SEMINE,74,68,0,1.0,Maison,96.0,5.0,1,1103.0,11,2021,3820.410404412404,2975.453475133261,46.0499479891,5.858890983
242760,Vente,73000.0,BD,53000.0,LAVAL,53,130,2,2.0,Appartement,77.0,4.0,0,0.0,5,2018,1234.8052087236103,1571.330660825737,48.0608565468,-0.766005687142
1780980,Vente,115000.0,RUE,59210.0,COUDEKERQUE-BRANCHE,59,155,0,1.0,Maison,76.0,5.0,1,142.0,6,2021,2159.521801682729,1661.6043141903383,51.0179541343,2.39580832593
328392,Vente,108500.0,AV,69003.0,LYON 3EME,69,383,3,2.0,Appartement,36.0,1.0,0,0.0,12,2018,3068.867770659194,3809.550211470424,45.7533552486,4.86918522013
1658808,Vente,470000.0,RUE,33700.0,MERIGNAC,33,281,0,1.0,Maison,118.0,6.0,1,389.0,4,2021,3392.8512634121525,3859.5661788878047,44.8322953289,-0.681733084891
1519692,Vente,330000.0,IMP,95100.0,ARGENTEUIL,95,18,0,1.0,Maison,91.0,5.0,1,241.0,10,2020,3442.3992381360126,3706.957304418459,48.9511344629,2.2410409502
72882,Vente,10000.0,RTE,17800.0,PONS,17,283,0,1.0,Maison,44.0,3.0,1,334.0,5,2018,2297.994837711253,1109.964723261773,45.5770487335,-0.557449237102
1929733,Vente,58000.0,RUE,93100.0,MONTREUIL,93,48,1,2.0,Appartement,118.0,4.0,0,0.0,3,2021,4299.583526849284,6410.779938663746,48.8633175054,2.44816211857
1078433,Vente,40000.0,RTE,12630.0,MONTROZIER,12,157,0,1.0,Maison,40.0,3.0,1,40.0,11,2020,1306.3182553479016,1617.95520989792,44.394981764,2.72127812252
265153,Vente,85000.0,CRS,59000.0,LILLE,59,350,0,1.0,Maison,58.0,3.0,1,125.0,12,2018,1841.043513312609,2886.5211232273195,50.6317183168,3.04783272312
1240605,Vente,153000.0,IMP,42120.0,LE COTEAU,42,71,0,1.0,Maison,165.0,6.0,1,358.0,2,2020,1489.3747475130892,1395.65463738107,46.0172302823,4.09095787437
638225,Vente,184000.0,RUE,31000.0,TOULOUSE,31,555,1,2.0,Appartement,33.0,1.0,0,0.0,7,2019,2633.044029650342,3281.30719096462,43.5963814303,1.43167293364
230672,Vente,8000.0,RUE,49260.0,VAUDELNAY,49,364,0,1.0,Maison,28.0,0.0,1,407.0,3,2018,1650.680421202213,743.0256225409498,47.1411198846,-0.212881943742
1336906,Vente,156000.0,RUE,60126.0,RIVECOURT,60,540,0,1.0,Maison,61.0,3.0,1,97.0,10,2020,2161.542883829814,2180.955900117166,49.3462815732,2.73842909155
1040429,Vente,198200.0,RUE,1100.0,OYONNAX,1,283,0,1.0,Maison,87.0,4.0,1,348.0,11,2020,2159.6003475156917,1539.80972245751,46.2605435859,5.65344320923
41928,Vente,155000.0,RUE,13001.0,MARSEILLE 1ER,13,201,2,2.0,Appartement,100.0,4.0,0,0.0,11,2018,2839.6070661285644,2326.469234344796,43.2999009436,5.38227869795
110713,Vente,155000.0,RUE,29000.0,QUIMPER,29,232,0,1.0,Maison,107.0,4.0,1,544.0,12,2018,1483.0169282575966,1511.7919844717014,47.9971425162,-4.09111944455
524864,Vente,118000.0,RUE,8600.0,GIVET,8,190,0,1.0,Maison,85.0,4.0,1,478.0,7,2019,1105.8797596661518,1225.830140044182,50.1424845969,4.83512248031
1177900,Vente,466750.0,LOT,33680.0,LE PORGE,33,333,0,1.0,Maison,120.0,5.0,1,900.0,7,2020,3204.131244492545,3120.8153940138336,44.867037132,-1.14092605911
953297,Vente,112510.0,RUE,85700.0,POUZAUGES,85,182,0,1.0,Maison,68.0,3.0,1,172.0,10,2019,2032.8651790470667,1032.2172165694665,46.7812581702,-0.828778359084
9345,Vente,49000.0,PL,3220.0,SAINT-LEON,3,240,0,1.0,Maison,55.0,2.0,1,156.0,7,2018,1058.6211563830448,546.194852026495,46.410638894,3.68775721106
838825,Vente,62025.0,RUE,63690.0,LARODDE,63,190,0,1.0,Maison,110.0,4.0,1,668.0,3,2019,1661.454316265497,670.4764417130489,45.5243871141,2.55410927855
1591229,Vente,105000.0,RTE,16200.0,MAINXE-GONDEVILLE,16,153,0,1.0,Maison,89.0,4.0,1,207.0,4,2021,1303.9515197063204,1005.6702119144524,45.6684412124,-0.155937890008
599948,Vente,312000.0,RUE,25660.0,MONTFAUCON,25,395,0,1.0,Maison,152.0,5.0,1,1006.0,9,2019,1743.884040386891,1969.9046397104369,47.2418571296,6.08660837587
1231236,Vente,100000.0,RUE,40600.0,BISCARROSSE,40,46,2,2.0,Appartement,70.0,3.0,0,0.0,10,2020,2469.70387764204,3162.780466293861,44.409080109,-1.1773616947
382627,Vente,306000.0,RUE,78711.0,MANTES-LA-VILLE,78,362,0,1.0,Maison,105.0,4.0,1,439.0,7,2018,3577.6967096557737,2325.8388097559337,48.9747939435,1.71205571778
189114,Vente,198250.0,RUE,39150.0,LES PLANCHES-EN-MONTAGNE,39,424,0,1.0,Maison,90.0,6.0,1,745.0,12,2018,1341.9257428570909,1518.0555555555557,46.6636417264,6.00067607182
1282376,Vente,181400.0,CHE,51000.0,CHALONS EN CHAMPAGNE,51,108,0,1.0,Maison,82.0,4.0,1,389.0,10,2020,1928.5651554887884,1481.5815414032184,48.9640892125,4.37883539725
249001,Vente,130000.0,RUE,54440.0,HERSERANGE,54,261,0,1.0,Maison,78.0,4.0,1,157.0,10,2018,1552.8207867135216,1350.820105423403,49.5184653931,5.79248530225
1561680,Vente,134900.0,GR,8190.0,VILLERS DEVANT LE THOUR,8,476,0,1.0,Maison,112.0,5.0,1,263.0,1,2021,1234.3333327825726,1431.3651973026972,49.5043027928,4.076652193
1784487,Vente,223240.0,RUE,59222.0,BOUSIES,59,99,0,1.0,Maison,104.0,5.0,1,871.0,10,2021,2159.521801682729,1192.5439921866491,50.151363705,3.61511089589
1696626,Vente,122000.0,RUE,38110.0,LA TOUR-DU-PIN,38,509,0,1.0,Maison,118.0,6.0,1,61.0,6,2021,2597.2953441705954,2041.9893231395608,45.5725876252,5.44527945798
267056,Vente,94500.0,RUE,59150.0,WATTRELOS,59,650,0,1.0,Maison,70.0,3.0,1,109.0,5,2018,1841.043513312609,1692.4195717055006,50.7056367285,3.21628221056
192249,Vente,75000.0,RUE,40990.0,ST-PAUL-LES-DAX,40,279,2,2.0,Appartement,48.0,2.0,0,0.0,5,2018,2237.755987010988,2027.173177134584,43.7464083139,-1.08127980711
1231703,Vente,112000.0,CHEM,40990.0,ST-PAUL-LES-DAX,40,279,2,2.0,Appartement,48.0,2.0,0,0.0,11,2020,2469.70387764204,2185.764500390307,43.7464083139,-1.08127980711
1361336,Vente,276000.0,RUE,64600.0,ANGLET,64,24,1,2.0,Appartement,58.0,2.0,0,0.0,2,2020,2527.572869805229,4313.8951268100245,43.4917846595,-1.51623373371
966719,Vente,80750.0,RUE,88150.0,CAPAVENIR VOSGES,88,465,0,1.0,Maison,70.0,4.0,1,374.0,9,2019,1107.4869831155854,1145.9900013637184,48.2495514114,6.40863836497
1174155,Vente,125000.0,ALL,31600.0,EAUNES,31,165,3,2.0,Appartement,61.0,3.0,0,0.0,9,2020,2748.430303887484,2347.897718683581,43.4276929383,1.35897762267
22725,Vente,171000.0,RUE,6400.0,CANNES,6,29,1,2.0,Appartement,29.0,1.0,0,0.0,12,2018,3717.7486801083337,4364.410112220786,43.5526202843,7.00427592728
849839,Vente,96500.0,RUE,66530.0,CLAIRA,66,50,0,1.0,Maison,85.0,3.0,1,76.0,9,2019,1889.5257217082735,1706.7373372579807,42.7641982638,2.94476145253
758131,Vente,92000.0,RUE,51240.0,LA CHAUSSEE SUR MARNE,51,141,0,1.0,Maison,80.0,3.0,1,160.0,8,2019,1826.770090244274,1100.6649690134464,48.8433156105,4.54286173009
544355,Vente,130000.0,BD,13009.0,MARSEILLE 9EME,13,209,2,2.0,Appartement,79.0,1.0,0,0.0,2,2019,2905.757008219019,2515.2817819055645,43.2340834927,5.45249683067
851887,Vente,215000.0,RUE,66310.0,ESTAGEL,66,71,0,1.0,Maison,78.0,4.0,1,358.0,5,2019,1889.5257217082735,1404.4544647433204,42.7677306754,2.70754179553
1114240,Vente,27300.0,RUE,18000.0,BOURGES,18,33,2,2.0,Appartement,32.0,1.0,0,0.0,5,2020,1125.442838010132,1494.5027312161292,47.0749572013,2.40417137557
1403867,Vente,124050.0,RUE,76240.0,MESNIL-ESNARD (LE),76,429,1,2.0,Appartement,47.0,1.0,0,0.0,3,2020,1973.9442708376116,2452.186806416862,49.4135236522,1.14513058262
701468,Vente,55000.0,RUE,38121.0,REVENTIN-VAUGRIS,38,336,0,4.0,Local industriel. commercial ou assimilé,120.0,0.0,1,196.0,9,2019,2241.157614798029,2247.2554690868246,45.4796682069,4.84348243877
760786,Vente,52500.0,RUE,51100.0,REIMS,51,454,1,2.0,Appartement,23.0,0.0,0,0.0,8,2019,1826.770090244274,2255.3046318744755,49.2514906066,4.0402302322
1015337,Vente,193000.0,BD,95100.0,ARGENTEUIL,95,18,2,2.0,Appartement,69.0,4.0,0,0.0,3,2019,3308.885973310055,3574.589935605989,48.9511344629,2.2410409502
500448,Vente,55000.0,RUE,2160.0,ROUCY,2,656,0,1.0,Maison,70.0,4.0,1,819.0,7,2019,1158.6612505475027,1084.8922637243804,49.3745878159,3.82024502091
396208,Vente,161900.0,CHE,82340.0,AUVILLAR,82,8,0,1.0,Maison,140.0,7.0,1,739.0,7,2018,1412.7264575975798,885.8645717048691,44.0585023466,0.887408574561
1872308,Vente,65000.0,RUE,79160.0,BEUGNON-THIREUIL,79,77,0,1.0,Maison,66.0,3.0,1,1012.0,9,2021,1304.3494926787507,789.7773038287451,46.5528411704,-0.552963332142
595884,Vente,67010.0,RUE,24000.0,PERIGUEUX,24,322,2,2.0,Appartement,62.0,3.0,0,0.0,5,2019,1271.9503382263176,1548.1718350289505,45.1918704873,0.711825549847
392402,Vente,130000.0,IMP,80400.0,SANCOURT,80,726,0,1.0,Maison,88.0,5.0,1,1119.0,5,2018,1588.9767374715157,1477.2727272727273,49.770246414,3.0440886833
988761,Vente,270000.0,ALL,92220.0,BAGNEUX,92,7,2,2.0,Appartement,73.0,4.0,0,0.0,2,2019,6185.649581291816,4786.1181780046645,48.7983229866,2.30989995212
1213164,Vente,67000.0,RUE,37100.0,TOURS,37,261,2,2.0,Appartement,51.0,3.0,0,0.0,7,2020,2094.328177729345,2700.034646323777,47.3986382281,0.696526376417
821618,Vente,112000.0,RUE,62210.0,AVION,62,65,0,1.0,Maison,101.0,5.0,1,230.0,6,2019,1557.9590705330434,1275.1753780067645,50.4039007645,2.82658779245
225680,Vente,80278.0,RUE,48000.0,BADAROUX,48,13,0,1.0,Maison,108.0,5.0,1,401.0,11,2018,1161.749291925326,762.1683563125168,44.5399034165,3.55404283598
1368467,Vente,55950.0,BD,66140.0,CANET EN ROUSSILLON,66,37,1,2.0,Appartement,24.0,1.0,0,0.0,12,2020,1982.0027991228108,2645.251529767425,42.6841288047,3.01161744752
215015,Vente,275000.0,AV,44500.0,LA BAULE-ESCOUBLAC,44,55,0,3.0,Dépendance,0.0,0.0,1,253.0,1,2018,2487.987963913667,3773.884304880627,47.2909720179,-2.3538291745
843277,Vente,121600.0,RUE,64100.0,BAYONNE,64,102,1,2.0,Appartement,37.0,3.0,0,0.0,8,2019,2463.614232092882,3079.975939628136,43.4922254016,-1.46607674358
2584,Vente,31500.0,PL,1640.0,BOYEUX-SAINT-JEROME,1,56,0,1.0,Maison,94.0,4.0,1,160.0,11,2018,2000.4901120239665,625.1227495908347,46.0363677631,5.46322744717
486564,Vente,222000.0,RUE,75015.0,PARIS 15,75,115,2,2.0,Appartement,21.0,1.0,0,0.0,3,2018,8800.865103410846,8949.956243529103,48.8401554186,2.29355937244
253817,Vente,260000.0,RUE,56250.0,SAINT-NOLFF,56,231,0,1.0,Maison,138.0,6.0,1,885.0,9,2018,1958.1929763389453,1811.5081993805077,47.6984675237,-2.66583210925
13252,Vente,46000.0,RUE,5460.0,ABRIES,5,1,1,2.0,Appartement,60.0,3.0,0,0.0,6,2018,2182.6024650455047,2274.252258852259,44.8163462455,6.94164442809
1599172,Vente,155000.0,RUE,17800.0,PONS,17,283,0,1.0,Maison,114.0,4.0,1,687.0,6,2021,2727.78750235737,1110.9773515534905,45.5770487335,-0.557449237102
1245141,Vente,85000.0,RUE,44000.0,NANTES,44,109,3,2.0,Appartement,31.0,1.0,0,0.0,6,2020,2812.51662790784,3791.958853003269,47.2316356767,-1.54831008605
1228753,Vente,95000.0,RUE,40000.0,MONT-DE-MARSAN,40,192,1,2.0,Appartement,50.0,2.0,0,0.0,3,2020,2469.70387764204,1844.1980945315936,43.899361404,-0.490722577455
673609,Vente,211000.0,RUE,34290.0,VALROS,34,325,0,1.0,Maison,99.0,4.0,1,295.0,6,2019,2551.8065656586814,1925.809378830064,43.419189427,3.36141259687
1668720,Vente,308700.0,RUE,34070.0,MONTPELLIER,34,172,0,1.0,Maison,94.0,5.0,1,295.0,3,2021,2772.260140131778,3487.152529242575,43.6134409138,3.86851657896
906769,Vente,225000.0,AV,77290.0,MITRY MORY,77,294,0,1.0,Maison,56.0,3.0,1,202.0,2,2019,2792.0084946453035,3240.082303704161,48.9779450158,2.61244465751
1282196,Vente,211000.0,ALL,51430.0,TINQUEUX,51,573,0,1.0,Maison,82.0,3.0,1,370.0,10,2020,1928.5651554887884,2591.773983968644,49.2496666793,3.98795391117
481320,Vente,271400.0,RUE,75009.0,PARIS 09,75,109,2,2.0,Appartement,117.0,3.0,0,0.0,5,2018,8800.865103410846,8939.064773562723,48.8768961624,2.33746024139
1869731,Vente,170000.0,RUE,79000.0,NIORT,79,191,0,1.0,Maison,120.0,3.0,1,367.0,1,2021,1304.3494926787507,1765.2389951976718,46.328260242,-0.465353019369
932100,Vente,252000.0,RUE,82000.0,MONTAUBAN,82,121,0,1.0,Maison,81.0,3.0,1,158.0,4,2019,1448.916241633736,1692.3419338989063,44.0222594578,1.36408636501
1669047,Vente,230000.0,AV,34130.0,LANSARGUES,34,127,0,1.0,Maison,57.0,2.0,1,117.0,4,2021,2772.260140131778,2771.365650257837,43.6364436854,4.08270443666
388400,Vente,131000.0,RUE,80140.0,OISEMONT,80,606,0,1.0,Maison,89.0,4.0,1,228.0,1,2018,1588.9767374715157,764.8574171138644,49.9551305817,1.76021998485
1215410,Vente,155000.0,AV,37110.0,CHATEAU RENAULT,37,63,0,1.0,Maison,95.0,5.0,1,415.0,10,2020,2094.328177729345,1321.4494030681938,47.592456846,0.909725910608
658880,Vente,175000.0,AV,33500.0,LIBOURNE,33,243,2,2.0,Appartement,87.0,4.0,0,0.0,5,2019,3079.166238678895,2121.3216596938487,44.9130767869,-0.234709332068
163344,Vente,109500.0,RUE,35200.0,RENNES,35,238,2,2.0,Appartement,65.0,4.0,0,0.0,6,2018,2200.0660652675783,3031.8985699487694,48.1119791219,-1.68186449144
1154459,Vente,147000.0,RTE,29200.0,BREST,29,19,0,1.0,Maison,143.0,7.0,1,314.0,8,2020,1675.4132547136371,1750.5508589845442,48.4004997828,-4.5027907853
724199,Vente,76000.0,IMP,44330.0,MOUZILLON,44,108,0,1.0,Maison,58.0,3.0,1,447.0,1,2019,2672.893914551462,1970.416976369404,47.1293076835,-1.27378859416
1064853,Vente,199000.0,CHE,7370.0,SARRAS,7,308,0,1.0,Maison,91.0,4.0,1,819.0,5,2020,1699.7837186988158,1619.9055606771967,45.1872505321,4.78407766188
395493,Vente,23000.0,RUE,81300.0,GRAULHET,81,105,0,1.0,Maison,60.0,2.0,1,32.0,12,2018,1319.5912338650842,929.334848279856,43.7576562195,2.00122512851
1536176,Vente,450000.0,AV,75019.0,PARIS 19,75,119,2,2.0,Appartement,39.0,2.0,0,0.0,10,2020,10029.465888752233,8820.169628252928,48.886868623,2.38469432787
320891,Vente,55000.0,RUE,66000.0,PERPIGNAN,66,136,2,2.0,Appartement,67.0,4.0,0,0.0,10,2018,1914.9416135955369,1424.2531438218073,42.6965954131,2.89936953979
1260936,Vente,96900.0,RUE,45120.0,CEPOY,45,61,3,2.0,Appartement,112.0,4.0,0,0.0,6,2020,1810.5255059599635,1336.0633445632511,48.0508863567,2.74010416872
303988,Vente,19800.0,RUE,62600.0,BERCK,62,108,0,3.0,Dépendance,0.0,0.0,1,50.0,11,2018,1525.4338342350688,2042.6153429796047,50.4141574341,1.58229663833
648080,Vente,250000.0,AV,33200.0,BORDEAUX,33,63,0,1.0,Maison,88.0,4.0,1,540.0,1,2019,3079.166238678895,4647.761078197323,44.8572445351,-0.57369678116
378722,Vente,325000.0,RUE,78400.0,CHATOU,78,146,0,1.0,Maison,47.0,2.0,1,238.0,6,2018,3577.6967096557737,4255.633745440041,48.8965574645,2.15393458329
1402206,Vente,119800.0,BD,74200.0,THONON LES BAINS,74,281,1,2.0,Appartement,50.0,2.0,0,0.0,3,2020,3603.5595968978914,2882.941521583191,46.3704258049,6.48194336071
1035187,Vente,1.0,VLA,75019.0,PARIS 19,75,119,1,2.0,Appartement,10.0,1.0,0,0.0,2,2019,9376.98218434705,7940.184849395177,48.886868623,2.38469432787
210437,Vente,339000.0,RUE,44140.0,MONTBERT,44,102,0,1.0,Maison,133.0,6.0,1,521.0,11,2018,2487.987963913667,1900.2558989194,47.0679433931,-1.4701852733
612990,Vente,238000.0,CLOS,28300.0,CHAMPHOL,28,70,0,1.0,Maison,91.0,4.0,1,604.0,7,2019,1760.1115257389774,2094.309964962736,48.4669825206,1.51056677548
1935559,Vente,350000.0,CHE,95540.0,MERY-SUR-OISE,95,394,0,1.0,Maison,75.0,4.0,1,644.0,3,2021,3628.241927933318,3699.504728628908,49.0548422566,2.17397254184
1109661,Vente,295000.0,RUE,17200.0,ROYAN,17,306,0,1.0,Maison,92.0,5.0,1,149.0,11,2020,2511.688405618853,3061.3267081536223,45.6346574238,-1.01791403375
288709,Vente,155000.0,AV,60150.0,LE PLESSIS BRION,60,501,0,1.0,Maison,70.0,3.0,1,215.0,5,2018,2059.760120150004,2057.146834059177,49.4622196223,2.9084704643
880810,Vente,278000.0,AV,73100.0,AIX LES BAINS,73,8,3,2.0,Appartement,100.0,5.0,0,0.0,5,2019,2998.695393727304,3146.746099002137,45.6978541675,5.90388626955
1298046,Vente,252900.0,RUE,56230.0,LARRE,56,108,0,1.0,Maison,145.0,4.0,1,613.0,11,2020,2149.6717443068437,1919.9947190024304,47.7158136416,-2.49456221297
1872833,Vente,200000.0,RUE,79000.0,NIORT,79,191,0,1.0,Maison,116.0,4.0,1,87.0,12,2021,1304.3494926787507,1765.2389951976718,46.328260242,-0.465353019369
1184387,Vente,292000.0,ALL,33830.0,BELIN-BELIET,33,42,0,1.0,Maison,97.0,4.0,1,1247.0,8,2020,3204.131244492545,2503.913958244427,44.4861918644,-0.786911494042
