,Nature mutation,Valeur fonciere,Type de voie,Code postal,Commune,Code departement,Code commune,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain,month,year,Prix m2 moyen region,Prix m2 moyen commune,latitude,longitude
726452,Vente,308000.0,IMP,44119.0,GRANDCHAMP-DES-FONTAINES,44,66,0,1.0,Maison,138.0,6.0,1,444.0,8,2019,2672.893914551462,2434.7073631468897,47.3606796643,-1.61754475868
1114088,Vente,110000.0,RUE,18230.0,SAINT DOULCHARD,18,205,0,1.0,Maison,67.0,4.0,1,358.0,3,2020,1125.442838010132,1825.5880228088024,47.1109300599,2.35703710189
1790992,Vente,264000.0,RUE,60110.0,MERU,60,395,0,1.0,Maison,98.0,4.0,1,802.0,10,2021,2296.281937025722,2292.09862790782,49.2453722483,2.13541107599
1906327,Vente,41000.0,RUE,87600.0,ROCHECHOUART,87,126,0,3.0,Dépendance,0.0,0.0,1,49.0,4,2021,1373.142449164888,963.2932874680412,45.8236032815,0.84280512319
637799,Vente,434900.0,RUE,31500.0,TOULOUSE,31,555,0,1.0,Maison,140.0,6.0,1,329.0,5,2019,2633.044029650342,3281.30719096462,43.5963814303,1.43167293364
1034722,Vente,475000.0,RUE,75018.0,PARIS 18,75,118,2,2.0,Appartement,44.0,2.0,0,0.0,11,2019,9376.98218434705,8926.621516558589,48.8927350746,2.34871193387
952668,Vente,105000.0,AV,85460.0,AIGUILLON-SUR-MER (L ),85,1,0,1.0,Maison,50.0,2.0,1,157.0,7,2019,2032.8651790470667,1815.821156278116,46.304138479,-1.2623239198
330681,Vente,100000.0,AV,69100.0,VILLEURBANNE,69,266,2,2.0,Appartement,31.0,1.0,0,0.0,9,2018,3068.867770659194,2926.0900958033367,45.7707704179,4.88845817426
1112351,Vente,223650.0,AV,17610.0,CHANIERS,17,86,0,1.0,Maison,116.0,5.0,0,771.0,9,2020,2511.688405618853,1621.7282981137678,45.7339723464,-0.551943475215
1584571,Vente,255000.0,RUE,14000.0,CAEN,14,118,0,1.0,Maison,85.0,4.0,1,507.0,4,2021,2677.3409209915108,3223.2200462201986,49.1847936737,-0.369801713036
105579,Vente,80000.0,RUE,28630.0,BERCHERES LES PIERRES,28,35,0,1.0,Maison,56.0,3.0,1,420.0,4,2018,1699.706640973193,1850.204458345451,48.3738944765,1.55553584326
1898161,Vente,298000.0,RUE,85470.0,BRETIGNOLLES-SUR-MER,85,35,0,1.0,Maison,86.0,4.0,1,331.0,1,2021,2419.145243798272,3311.0591702957977,46.6374826705,-1.86324200464
14294,Vente,171000.0,AV,6000.0,NICE,6,88,1,2.0,Appartement,46.0,2.0,0,0.0,1,2018,3717.7486801083337,3756.780183199628,43.7119992661,7.23826889465
1742422,Vente,224000.0,RUE,50200.0,HEUGUEVILLE-SUR-SIENNE,50,243,0,1.0,Maison,106.0,5.0,1,719.0,10,2021,1886.427035553776,1795.2296511751522,49.037931867,-1.51183729041
1315709,Vente,127000.0,RUE,59200.0,TOURCOING,59,599,0,1.0,Maison,93.0,4.0,1,64.0,2,2020,1968.1048385144584,1696.6208955037837,50.7254418902,3.15882757215
1833048,Vente,29180.0,RUE,71100.0,CHALON-SUR-SAONE,71,76,1,2.0,Appartement,64.0,3.0,0,0.0,12,2021,1416.3464206361605,1439.4460444369963,46.7900288793,4.85191555008
865042,Vente,83000.0,ALL,69220.0,BELLEVILLE-EN-BEAUJOLAIS,69,19,0,1.0,Maison,81.0,4.0,1,350.0,5,2019,3264.717584975805,1955.285306842487,46.1021561474,4.73105689691
1608457,Vente,130000.0,RUE,21000.0,DIJON,21,231,2,2.0,Appartement,36.0,1.0,0,0.0,12,2021,2119.614106838616,2937.793446683735,47.3229437965,5.03788805877
416667,Vente,216000.0,ALL,85100.0,SABLES-D'OLONNE (LES),85,194,0,1.0,Maison,91.0,4.0,1,478.0,5,2018,1953.329457617189,3086.4532436589534,46.5007612799,-1.79255128677
899637,Vente,195000.0,RUE,76190.0,YVETOT,76,758,0,1.0,Maison,115.0,5.0,1,296.0,2,2019,1894.3399352165504,1722.979848381834,49.6175135557,0.761699633531
878536,Vente,178240.0,RUE,73500.0,VILLARODIN BOURGET,73,322,2,2.0,Appartement,61.0,3.0,0,0.0,5,2019,2998.695393727304,2736.3162084283567,45.2189045152,6.69172081742
1599117,Vente,120000.0,IMP,17800.0,BRIVES-SUR-CHARENTE,17,69,0,1.0,Maison,103.0,4.0,1,915.0,6,2021,2727.78750235737,932.0337250894228,45.6665031177,-0.455953367996
1708998,Vente,135000.0,RUE,42170.0,SAINT-JUST-SAINT-RAMBERT,42,279,0,1.0,Maison,80.0,3.0,1,78.0,7,2021,1678.9187131585106,2375.9402351268905,45.4903250932,4.25026509629
852665,Vente,43000.0,RUE,66720.0,TAUTAVEL,66,205,0,1.0,Maison,80.0,3.0,1,72.0,9,2019,1889.5257217082735,874.8028800650386,42.8136035868,2.72010210415
1122478,Vente,135000.0,RUE,21120.0,GEMEAUX,21,290,0,3.0,Dépendance,0.0,0.0,1,129.0,9,2020,1986.8726668865795,1658.2844593677928,47.4772510476,5.14006797437
885760,Vente,238800.0,ALL,74370.0,ARGONAY,74,19,2,2.0,Appartement,62.0,3.0,0,0.0,11,2019,3472.6132313446574,4166.415026374309,45.9472669174,6.14837081563
1703516,Vente,135000.0,RUE,40310.0,GABARRET,40,102,0,1.0,Maison,85.0,3.0,1,95.0,8,2021,2663.581052280494,1374.8670399069113,43.986768841,-0.00379328281561
1475421,Vente,111890.0,GR,88630.0,MAXEY-SUR-MEUSE,88,293,0,1.0,Maison,160.0,6.0,1,560.0,4,2020,1143.0631658512957,321.1361607142857,48.4490229482,5.71682995945
1095485,Vente,69000.0,RUE,14000.0,CAEN,14,118,2,2.0,Appartement,49.0,2.0,0,0.0,4,2020,2391.3877858426026,2811.792847713387,49.1847936737,-0.369801713036
388275,Vente,125000.0,RUE,80610.0,BETTENCOURT-SAINT-OUEN,80,100,0,1.0,Maison,139.0,4.0,1,697.0,1,2018,1588.9767374715157,1066.019897484575,50.0175313479,2.1222553636
521338,Vente,280000.0,CHE,6800.0,CAGNES SUR MER,6,27,2,2.0,Appartement,64.0,3.0,0,0.0,10,2019,3817.534555770113,3908.7711830603744,43.6715162078,7.15275703379
309548,Vente,150000.0,CHE,63119.0,CHATEAUGAY,63,99,2,2.0,Appartement,88.0,4.0,0,0.0,10,2018,1596.0993253728911,1780.9160179194814,45.8537260918,3.09327050267
918299,Vente,421000.0,RUE,78610.0,PERRAY-EN-YVELINES (LE),78,486,0,1.0,Maison,153.0,5.0,1,431.0,6,2019,3616.388670675279,3189.468082972506,48.6968018136,1.84356131142
1903256,Vente,70465.0,ALL,86500.0,MONTMORILLON,86,165,0,1.0,Maison,75.0,4.0,1,331.0,5,2021,1576.9532642872236,1082.0248575858927,46.4263978846,0.895458347632
298236,Vente,124500.0,RUE,62790.0,LEFOREST,62,497,0,1.0,Maison,90.0,6.0,1,63.0,2,2018,1525.4338342350688,1434.4651599676529,50.4394110642,3.05859008926
481201,Vente,332000.0,RUE,75010.0,PARIS 10,75,110,1,2.0,Appartement,29.0,1.0,0,0.0,3,2018,8800.865103410846,8905.176805567544,48.8760285569,2.36111290456
199166,Vente,219000.0,RUE,42230.0,ROCHE-LA-MOLIERE,42,189,0,1.0,Maison,95.0,5.0,1,622.0,11,2018,1393.1243550043473,1891.1979728553672,45.4259230436,4.32495559821
1373973,Vente,158000.0,CRS,69007.0,LYON 7EME,69,387,1,2.0,Appartement,35.0,2.0,0,0.0,7,2020,3512.798515134791,4880.021906201048,45.7334098415,4.83758495703
1609907,Vente,291500.0,CITE,22580.0,PLOUHA,22,222,0,1.0,Maison,149.0,6.0,1,810.0,7,2021,1791.6960745534402,2134.49173904956,48.6822316529,-2.93147403458
443963,Vente,251000.0,AV,92250.0,LA GARENNE-COLOMBES,92,35,1,2.0,Appartement,41.0,2.0,0,0.0,9,2018,5815.240033179571,5409.624040925871,48.9067577111,2.24464604084
217717,Vente,45000.0,AV,45800.0,ST JEAN DE BRAYE,45,284,0,1.0,Maison,36.0,2.0,1,45.0,7,2018,1723.439177769915,1884.8860094335944,47.9178497622,1.97241570235
236902,Vente,155000.0,RUE,51000.0,CHALONS EN CHAMPAGNE,51,108,0,1.0,Maison,87.0,5.0,1,609.0,7,2018,1820.627575465123,1374.4174324857047,48.9640892125,4.37883539725
1191302,Vente,60000.0,PL,34130.0,MAUGUIO,34,154,1,2.0,Appartement,18.0,1.0,0,0.0,7,2020,2604.6969799701315,3870.036223285033,43.5928279472,4.00425693337
333469,Vente,176750.0,AV,69340.0,FRANCHEVILLE,69,89,2,2.0,Appartement,78.0,4.0,0,0.0,5,2018,3068.867770659194,3209.939297049376,45.7378794318,4.75508314041
791392,Vente,50000.0,RUE,59100.0,ROUBAIX,59,512,1,2.0,Appartement,39.0,2.0,0,0.0,6,2019,1878.2179066985084,1394.5247747383626,50.6879774811,3.18258434623
310459,Vente,31000.0,RUE,63300.0,THIERS,63,430,0,1.0,Maison,90.0,3.0,1,475.0,12,2018,1596.0993253728911,837.655735336918,45.8620554106,3.53945258847
1052951,Vente,57200.0,CRS,5560.0,VARS,5,177,1,2.0,Appartement,24.0,1.0,0,0.0,11,2020,2235.11791083217,2944.415759645673,44.5925220925,6.71351456892
1562147,Vente,190000.0,LOT,9700.0,MONTAUT,9,199,0,1.0,Maison,106.0,5.0,1,870.0,1,2021,1299.0957488674253,1431.90831124707,43.186244822,1.65640135229
1556027,Vente,161000.0,AV,6400.0,CANNES,6,29,1,2.0,Appartement,58.0,2.0,0,0.0,10,2021,4117.193508617311,4729.639654951072,43.5526202843,7.00427592728
664239,Vente,355000.0,RUE,34920.0,LE CRES,34,90,0,1.0,Maison,76.0,3.0,1,346.0,8,2019,2551.8065656586814,3326.59984794667,43.6540978695,3.93608851243
1822998,Vente,69000.0,RUE,69270.0,FONTAINES SUR SAONE,69,88,1,2.0,Appartement,44.0,2.0,0,0.0,6,2021,3780.174022601986,3380.872236611854,45.8282811054,4.85664595594
1681122,Vente,73000.0,RUE,35380.0,PAIMPONT,35,211,0,1.0,Maison,75.0,3.0,1,859.0,2,2021,2527.47130672868,1915.9295806545551,48.030192406,-2.17342058709
1350352,Vente,127500.0,RUE,62600.0,BERCK,62,108,0,1.0,Maison,40.0,2.0,1,165.0,1,2020,1613.3753532484357,2335.9629987422936,50.4141574341,1.58229663833
1284330,Vente,6200.0,RUE,52800.0,NINVILLE,52,352,0,3.0,Dépendance,0.0,0.0,1,241.0,8,2020,891.1099356322118,891.1099356322118,48.0718513418,5.43848531398
1597175,Vente,94016.0,RUE,17220.0,SAINTE-SOULLE,17,407,0,1.0,Maison,91.0,5.0,1,246.0,12,2021,2727.78750235737,2984.9863481769294,46.1930484901,-1.01648335022
1003050,Vente,164000.0,RUE,94600.0,CHOISY-LE-ROI,94,22,1,2.0,Appartement,70.0,5.0,0,0.0,8,2019,4640.792524670271,3633.914131644447,48.764315118,2.41742518222
541856,Vente,126000.0,RES,13010.0,MARSEILLE 10EME,13,210,1,2.0,Appartement,76.0,4.0,0,0.0,3,2019,2905.757008219019,2183.6891997192965,43.2755155435,5.42681101081
236143,Vente,122000.0,RUE,50390.0,NEHOU,50,370,0,1.0,Maison,86.0,3.0,1,825.0,5,2018,1590.973701446171,1142.4412768937525,49.4262375768,-1.56321330148
431410,Vente,133000.0,RUE,89320.0,NOE,89,278,0,1.0,Maison,112.0,3.0,1,432.0,8,2018,1280.428801523385,1211.5839515476462,48.1523825868,3.39690293506
519026,Vente,75000.0,CHE,6590.0,THEOULE-SUR-MER,6,138,1,2.0,Appartement,62.0,3.0,0,0.0,3,2019,3817.534555770113,4633.482433855062,43.4985345439,6.92965248383
810259,Vente,200000.0,AV,59300.0,VALENCIENNES,59,606,0,1.0,Maison,97.0,6.0,1,246.0,9,2019,1878.2179066985084,1532.1872672927211,50.3588666163,3.51567664819
326407,Vente,175000.0,RUE,69003.0,LYON 3EME,69,383,1,2.0,Appartement,63.0,2.0,0,0.0,1,2018,3068.867770659194,3809.550211470424,45.7533552486,4.86918522013
417089,Vente,110000.0,PAS,85100.0,SABLES-D'OLONNE (LES),85,194,1,2.0,Appartement,19.0,1.0,0,0.0,7,2018,1953.329457617189,3086.4532436589534,46.5007612799,-1.79255128677
285781,Vente,137000.0,RUE,60590.0,SERIFONTAINE,60,616,0,1.0,Maison,83.0,4.0,1,335.0,5,2018,2059.760120150004,1562.7389258307503,49.3615071345,1.79376324721
183736,Vente,146570.0,RUE,38390.0,PORCIEU-AMBLAGNIEU,38,320,0,1.0,Maison,50.0,3.0,1,296.0,5,2018,2176.092263880033,1997.763612618281,45.8376455099,5.3925679772
571519,Vente,253000.0,RTE,17190.0,SAINT-GEORGES-D OLERON,17,337,0,1.0,Maison,122.0,4.0,1,627.0,5,2019,2403.49003128563,3083.7897107367653,45.9762465553,-1.32432969206
5079,Vente,20000.0,RUE,2300.0,CHAUNY,2,173,0,1.0,Maison,67.0,4.0,1,293.0,9,2018,1157.7902712297985,1075.2776251656403,49.619880673,3.21875355041
217858,Vente,135000.0,RUE,45750.0,SAINT-PRYVE-SAINT-MESMIN,45,298,0,1.0,Maison,35.0,1.0,1,328.0,7,2018,1723.439177769915,2138.5786135903527,47.8804643643,1.85481238728
230677,Vente,145000.0,RUE,49400.0,SAUMUR,49,328,0,1.0,Maison,107.0,3.0,1,120.0,3,2018,1650.680421202213,1358.6291080066908,47.2673853525,-0.0830410591988
1766320,Vente,40000.0,RUE,58110.0,ROUY,58,223,0,1.0,Maison,40.0,2.0,1,224.0,7,2021,980.6977961647764,841.0059676044331,47.0382901584,3.54022524667
1809626,Vente,67000.0,AV,63140.0,CHATELGUYON,63,103,1,2.0,Appartement,35.0,1.0,0,0.0,9,2021,1744.0946925601722,2340.947732529736,45.9206993185,3.0632143777
452112,Vente,360000.0,RUE,93400.0,SAINT-OUEN,93,70,2,2.0,Appartement,79.0,5.0,0,0.0,3,2018,3707.340632937853,5024.462372891426,48.909806575,2.33257042205
515119,Vente,86000.0,RUE,6000.0,NICE,6,88,1,2.0,Appartement,20.0,1.0,0,0.0,8,2019,3817.534555770113,3854.102619096477,43.7119992661,7.23826889465
1280295,Vente,188000.0,BD,51120.0,SEZANNE,51,535,0,1.0,Maison,93.0,5.0,1,680.0,9,2020,1928.5651554887884,1257.6875638538531,48.7238850993,3.72347511643
377879,Vente,179000.0,RUE,78210.0,SAINT-CYR-L ECOLE,78,545,1,2.0,Appartement,77.0,4.0,0,0.0,12,2018,3577.6967096557737,3237.173378710413,48.8065759294,2.0659250703
881622,Vente,111000.0,RTE,73300.0,FONTCOUVERTE-LA TOUSSUIRE,73,116,0,1.0,Maison,45.0,1.0,1,246.0,10,2019,2998.695393727304,2609.8345713485223,45.2460484635,6.28249903846
1509609,Vente,280000.0,RUE,94190.0,VILLENEUVE-SAINT-GEORGES,94,78,0,1.0,Maison,50.0,3.0,1,306.0,9,2020,4926.049433240267,2950.3845101255656,48.7413809637,2.448998846
702483,Vente,195000.0,RUE,38840.0,LA SONE,38,495,0,1.0,Maison,105.0,5.0,1,1003.0,4,2019,2241.157614798029,1937.392174270513,45.1166600305,5.28073341872
866491,Vente,79000.0,AV,70300.0,FROIDECONCHE,70,258,0,1.0,Maison,68.0,4.0,1,409.0,6,2019,1049.458191821837,964.1878122900554,47.8340163849,6.41922862688
70065,Vente,110000.0,RUE,17320.0,MARENNES,17,219,0,1.0,Maison,68.0,3.0,1,574.0,6,2018,2297.994837711253,1979.8894512742047,45.8221269588,-1.10929995315
1324185,Vente,60000.0,RUE,59530.0,BEAUDIGNIES,59,57,0,1.0,Maison,105.0,3.0,1,507.0,2,2020,1968.1048385144584,1220.71951352707,50.2296082323,3.58590888572
783392,Vente,65000.0,RUE,58000.0,CHALLUY,58,51,0,1.0,Maison,57.0,3.0,1,555.0,7,2019,913.4265243217716,1372.361511670048,46.9425745079,3.14061478033
1678068,Vente,150000.0,RUE,34500.0,BEZIERS,34,32,1,2.0,Appartement,107.0,4.0,0,0.0,11,2021,2772.260140131778,1648.2006282877237,43.3475883319,3.23076754164
1716459,Vente,285000.0,CHE,44450.0,SAINT-JULIEN-DE-CONCELLES,44,169,0,1.0,Maison,82.0,3.0,1,576.0,5,2021,3057.976613970435,2824.18485855395,47.246301757,-1.40639571844
709828,Vente,174000.0,RUE,40100.0,DAX,40,88,0,1.0,Maison,119.0,5.0,1,224.0,2,2019,2385.9746226210377,2014.1664269014773,43.7006746973,-1.06014429759
1160105,Vente,117500.0,RES,20200.0,SAN MARTINO DI LOTA,2B,305,1,2.0,Appartement,43.0,2.0,0,0.0,9,2020,2649.7421150149203,2672.28578497346,42.7323992652,9.43163085599
1035142,Vente,300000.0,RUE,75019.0,PARIS 19,75,119,2,2.0,Appartement,40.0,2.0,0,0.0,2,2019,9376.98218434705,7940.184849395177,48.886868623,2.38469432787
1190672,Vente,99500.0,RUE,34080.0,MONTPELLIER,34,172,2,2.0,Appartement,42.0,2.0,0,0.0,5,2020,2604.6969799701315,3257.97781155395,43.6134409138,3.86851657896
890734,Vente,330000.0,IMP,76520.0,BOOS,76,116,0,1.0,Maison,154.0,7.0,1,898.0,7,2019,1894.3399352165504,1990.5654171663264,49.3807198893,1.20294822782
1818700,Vente,330000.0,PL,66180.0,VILLENEUVE-DE-LA-RAHO,66,227,0,1.0,Maison,126.0,4.0,1,229.0,9,2021,2076.75599606357,2420.985754389696,42.6399917541,2.91045028538
787680,Vente,222000.0,AV,59790.0,RONCHIN,59,507,0,1.0,Maison,120.0,5.0,1,135.0,8,2019,1878.2179066985084,2134.16016184459,50.6044738955,3.09168585537
507376,Vente,163000.0,LOT,4100.0,MANOSQUE,4,112,0,1.0,Maison,62.0,4.0,1,881.0,3,2019,1905.281723539885,1946.213255296184,43.8354040831,5.79106654173
644694,Vente,25000.0,BD,31220.0,CAZERES SUR GARONNE,31,135,0,1.0,Maison,129.0,5.0,1,50.0,4,2019,2633.044029650342,1493.741758892746,43.2203354224,1.09307402728
860456,Vente,262500.0,RTE,69100.0,VILLEURBANNE,69,266,2,2.0,Appartement,100.0,4.0,0,0.0,7,2019,3264.717584975805,3248.4590557362626,45.7707704179,4.88845817426
610775,Vente,207000.0,RUE,27590.0,PITRES,27,458,0,1.0,Maison,109.0,4.0,1,384.0,6,2019,1733.615007704895,1655.407519780305,49.3311910772,1.21797145454
1870983,Vente,140000.0,IMP,79000.0,NIORT,79,191,0,1.0,Maison,60.0,6.0,1,756.0,5,2021,1304.3494926787507,1765.2389951976718,46.328260242,-0.465353019369
90915,Vente,50000.0,AV,24160.0,SAINT MARTIAL D ALBAREDE,24,448,0,1.0,Maison,63.0,3.0,1,979.0,1,2018,1267.6020977711964,912.7335640109978,45.3214362718,1.03713768464
749855,Vente,173000.0,RUE,49230.0,SEVREMOINE,49,301,0,1.0,Maison,95.0,4.0,1,686.0,10,2019,1755.9858874791528,1433.7559040516808,47.1256560392,-0.998341815021
807747,Vente,15000.0,RUE,59980.0,BERTRY,59,74,0,1.0,Maison,60.0,3.0,1,100.0,12,2019,1878.2179066985084,805.4437412112306,50.0823963526,3.43983505864
649381,Vente,128403.0,RUE,33300.0,BORDEAUX,33,63,1,2.0,Appartement,47.0,2.0,0,0.0,7,2019,3079.166238678895,4647.761078197323,44.8572445351,-0.57369678116
1257300,Vente,80000.0,QUAI,45000.0,ORLEANS,45,234,1,2.0,Appartement,52.0,2.0,0,0.0,3,2020,1810.5255059599635,2327.618829817261,47.8828634214,1.91610357477
1283885,Vente,10000.0,CHE,52400.0,PARNOY-EN-BASSIGNY,52,377,0,1.0,Maison,70.0,2.0,1,986.0,2,2020,891.1099356322118,441.6217006033183,48.0252868226,5.6605141849
393214,Vente,230000.0,IMP,81170.0,BOURNAZEL,81,35,0,1.0,Maison,140.0,7.0,1,253.0,6,2018,1319.5912338650842,1642.857142857143,44.1008171987,1.96845675967
779140,Vente,310000.0,ALL,56270.0,PLOEMEUR,56,162,0,1.0,Maison,121.0,5.0,1,605.0,10,2019,2002.9306796341132,2591.6600721409595,47.7325584986,-3.44178815745
1240795,Vente,179000.0,RTE,42640.0,SAINT-ROMAIN-LA-MOTTE,42,284,0,1.0,Maison,87.0,4.0,1,725.0,4,2020,1489.3747475130892,1642.7240523796702,46.0816280349,3.9953263339
1891144,Vente,60000.0,RUE,84130.0,LE PONTET,84,92,1,2.0,Appartement,50.0,3.0,0,0.0,7,2021,2477.587393603105,2053.120674870667,43.9683903531,4.86549590773
1343852,Vente,118000.0,RUE,62131.0,VERQUIN,62,848,0,1.0,Maison,94.0,5.0,1,131.0,7,2020,1613.3753532484357,1241.1927906600629,50.5014162013,2.64245100087
1517088,Vente,440000.0,RUE,95360.0,MONTMAGNY,95,427,0,1.0,Maison,97.0,4.0,1,670.0,6,2020,3442.3992381360126,3096.967250470839,48.9699195841,2.3460753179
1412176,Vente,66800.0,RUE,76790.0,ETRETAT,76,254,2,2.0,Appartement,30.0,2.0,0,0.0,10,2020,1973.9442708376116,2554.488315921998,49.704733151,0.205304793744
1782034,Vente,230000.0,RUE,59940.0,LE DOULIEU,59,180,0,1.0,Maison,130.0,2.0,1,1271.0,10,2021,2159.521801682729,2028.3221132214376,50.6800093864,2.69977444114
1458010,Vente,226350.0,CHE,84250.0,LE THOR,84,132,0,1.0,Maison,79.0,4.0,0,207.0,9,2020,2336.894869367258,2556.8061997899035,43.928239832,4.99324123379
725054,Vente,270000.0,RUE,44450.0,SAINT-JULIEN-DE-CONCELLES,44,169,0,1.0,Maison,136.0,5.0,1,449.0,3,2019,2672.893914551462,2194.019920341184,47.246301757,-1.40639571844
1953684,Vente,481000.0,QUAI,75015.0,PARIS 15,75,115,1,2.0,Appartement,49.0,2.0,0,0.0,2,2021,10069.78022283118,10107.192801656312,48.8401554186,2.29355937244
673444,Vente,159000.0,RUE,34300.0,AGDE,34,3,1,2.0,Appartement,70.0,4.0,0,0.0,5,2019,2551.8065656586814,2773.765682281168,43.309129116,3.48447903133
1670124,Vente,234800.0,RUE,34130.0,MAUGUIO,34,154,0,1.0,Maison,70.0,4.0,1,70.0,8,2021,2772.260140131778,3879.4626185122697,43.5928279472,4.00425693337
411499,Vente,185000.0,RUE,84150.0,VIOLES,84,149,0,1.0,Maison,82.0,3.0,1,374.0,9,2018,2165.896148808304,1418.2099419282397,44.1767100202,4.95138229619
109349,Vente,200000.0,IMP,29750.0,LOCTUDY,29,135,0,1.0,Maison,89.0,6.0,1,870.0,5,2018,1483.0169282575966,1806.234788375948,47.8239824718,-4.1873881827
1224546,Vente,273000.0,RUE,38550.0,AUBERIVES-SUR-VAREZE,38,19,0,1.0,Maison,91.0,4.0,1,936.0,8,2020,2369.9991952531614,1866.574812854629,45.4264263459,4.81869609163
68045,Vente,470000.0,RUE,17137.0,ESNANDES,17,153,0,1.0,Maison,145.0,6.0,1,713.0,8,2018,2297.994837711253,2095.6425773740616,46.2481463868,-1.11394343673
1487285,Vente,333650.0,RUE,91390.0,MORSANG-SUR-ORGE,91,434,0,1.0,Maison,110.0,6.0,1,437.0,11,2020,3262.919511372764,3432.709775024246,48.6562855194,2.35088739655
421904,Vente,140000.0,RUE,86340.0,ROCHES-PREMARIE-ANDILLE,86,209,0,1.0,Maison,124.0,4.0,1,1066.0,11,2018,1424.1285841045656,1416.4143704844266,46.4752381283,0.36777654204
357450,Vente,205000.0,RUE,76410.0,SOTTEVILLE-SOUS-LE-VAL,76,682,0,1.0,Maison,122.0,4.0,1,670.0,2,2018,1849.0727098273976,1803.4473418363484,49.3172603768,1.11637971624
486365,Vente,195000.0,RUE,75015.0,PARIS 15,75,115,1,2.0,Appartement,16.0,1.0,0,0.0,1,2018,8800.865103410846,8949.956243529103,48.8401554186,2.29355937244
466459,Vente,280000.0,AV,95300.0,PONTOISE,95,500,0,1.0,Maison,99.0,5.0,1,611.0,5,2018,3200.7725458610776,2913.996395477488,49.0513737853,2.09487928948
736895,Vente,264650.0,RUE,45800.0,COMBLEUX,45,100,0,1.0,Maison,92.0,4.0,1,469.0,12,2019,1758.365498712963,2545.734320879462,47.9000269485,1.98662135152
1647426,Vente,299750.0,RUE,30510.0,GENERAC,30,128,0,1.0,Maison,86.0,3.0,1,600.0,7,2021,2278.110427584736,2364.140828184716,43.7236593605,4.35870073363
21442,Vente,65900.0,RUE,6130.0,GRASSE,6,69,2,2.0,Appartement,40.0,2.0,0,0.0,2,2018,3717.7486801083337,2441.897061222355,43.655639428,6.93190508233
889159,Vente,337000.0,RTE,74890.0,BONS-EN-CHABLAIS,74,43,0,1.0,Maison,105.0,5.0,1,956.0,12,2019,3472.6132313446574,3210.243968579693,46.2631816283,6.36089776128
910816,Vente,147000.0,AV,78210.0,SAINT-CYR-L ECOLE,78,545,3,2.0,Appartement,61.0,4.0,0,0.0,3,2019,3616.388670675279,3573.055078622228,48.8065759294,2.0659250703
1798373,Vente,104500.0,RUE,62147.0,HERMIES,62,440,0,1.0,Maison,50.0,2.0,1,235.0,11,2021,1736.850043113914,1418.0419159925889,50.1094195341,3.03670684063
329293,Vente,120000.0,RUE,69100.0,VILLEURBANNE,69,266,1,2.0,Appartement,30.0,1.0,0,0.0,4,2018,3068.867770659194,2926.0900958033367,45.7707704179,4.88845817426
1695016,Vente,76000.0,RUE,38800.0,LE PONT-DE-CLAIX,38,317,2,2.0,Appartement,42.0,2.0,0,0.0,3,2021,2597.2953441705954,1947.4795030955495,45.1259127487,5.70193593188
508239,Vente,174000.0,LOT,4160.0,L ESCALE,4,79,0,1.0,Maison,87.0,3.0,1,718.0,8,2019,1905.281723539885,2102.6886005627985,44.0810058608,6.03455494518
1360788,Vente,30000.0,RES,64570.0,ARETTE,64,40,2,2.0,Appartement,16.0,1.0,0,0.0,1,2020,2527.572869805229,1788.7589841442916,43.0398698092,-0.735693683266
683920,Vente,153000.0,RUE,35130.0,LA GUERCHE-DE-BRETAGNE,35,125,0,1.0,Maison,133.0,4.0,1,500.0,9,2019,2256.4914946590666,1191.378415698368,47.9442619164,-1.24421600669
508839,Vente,36059.0,RUE,4310.0,PEYRUIS,4,149,0,1.0,Maison,60.0,3.0,1,30.0,12,2019,1905.281723539885,1601.6974298429163,44.03515352,5.92833355728
1106919,Vente,303000.0,RUE,17440.0,AYTRE,17,28,0,1.0,Maison,118.0,6.0,1,395.0,9,2020,2511.688405618853,3244.6216241532225,46.134271716,-1.11454913295
83353,Vente,75000.0,AV,21700.0,CORGOLOIN,21,194,0,3.0,Dépendance,0.0,0.0,1,175.0,6,2018,1826.911242637207,1189.8428387337829,47.0819087095,4.93531164133
1780477,Vente,40000.0,RUE,59189.0,THIENNES,59,590,0,1.0,Maison,105.0,6.0,1,524.0,4,2021,2159.521801682729,1471.415913892329,50.6509078196,2.47577776887
1698845,Vente,416500.0,RUE,38230.0,CHARVIEU-CHAVAGNEUX,38,85,0,1.0,Maison,100.0,4.0,1,964.0,11,2021,2597.2953441705954,3095.2672802944817,45.7398511068,5.15111694568
359929,Vente,130000.0,RUE,76240.0,MESNIL-ESNARD (LE),76,429,0,1.0,Maison,58.0,3.0,1,196.0,12,2018,1849.0727098273976,2633.8827037555666,49.4135236522,1.14513058262
1322084,Vente,171000.0,RUE,59283.0,RAIMBEAUCOURT,59,489,0,1.0,Maison,128.0,6.0,1,179.0,1,2020,1968.1048385144584,1834.4919525749508,50.4363550078,3.10277352628
